,Tweet_ID,Username,User_ID,DateTime,Text,Reply_to,Hashtag,Reply,Retweet,Like
10,418157e021325abc0ea2ea034a68a251c0982e6b55a89cfda76cf62e40ce61d0,mousang68,@mousang6811,2022-07-25 08:40:44,"رابطه #تورم با #آلودگی_هوا رابطه ای مستقیم دارن
لوازم و دستمزدها گرون، تعمیر ماشین با تاخیر=هوا آلوده تر
ماشینهایی که با مشکل روغن سوزی در حال تردد هستن به شدت افزایش پیدا کرده
#تورم #محیط_زیست #گرانی_افسار_گریخته #گرانی #دولت_علیل #گشت_ارشاد",,"['#تورم', '#آلودگی_هوا', '#تورم', '#محیط_زیست', '#گرانی_افسار_گریخته', '#گرانی', '#دولت_علیل', '#گشت_ارشاد']",,1,2
11,bb723a156de347c9e3d833d22abbe577f181fdc63376c6b49d12421a876a54d6,Papyrus,@Pepo_November,2022-07-25 03:24:54,من ده تا تولد تو تیر رد کردم، برابر با شهریوره برام: بیمه های ماشین و تعویض روغن,['@oliyamokhaderee'],,1,,1
12,f91fea508b3f448d89cd8926446aba3500433a3179e1f169b8d6223ea851eae5,سوشی,@Monjisoshi,2022-07-24 23:44:01,"اینا غده سرطانی میشن بعدا 
دولت باید حمایت کنه میدونم هزینه داره ولی نمیکنه تا تبدیل به غده شه
شما ببین روغن ماشین عوض میکنی که موتورت خراب نشه هزینه داره ولی اگه عوض نکنی هزینت بالاترم میره
اینا زیاد بشن شهرداری شبانه میکشه همشونو 
این بده 
اوضاع پیچیده ایه خلاصه","['@tal56mas', '@aniimal_lover']",,,,
13,bca165adc123d503042dd60c03863d8a25797cfd3fd5c22e5d1cdc524b30e7fc,دکمه قرمزه,@mirjooei,2022-07-24 23:09:00,"ماشین ما یاتاقان زد.
در حالیکه روغن تقریباً پر بود.
روغن موتور خارجی از جای همیشگی و آشنا خریدیم.
گویا تقلبی آوردن و کار روغن رو نمیکنه و ظرف ۱۰ روز زده ترکونده.
ایرانی بخرید، کمتر کار میکنه و کسشره. ولی تقلبی نیست و کار میکنه.",,,1,,5
14,ca0bb90f8ff9c40bd2b784610d28fcd827ebbb654db7ff59f64980d4fdd28716,تِوییتآٓ-Tevita,@amirahmadirad,2022-07-24 22:21:44,چرا تعویض روغن ماشین باید بشه ۱تومن؟,,,3,,7
15,13eb080f5399bbd6638590de01198cc0bdfc242df69de9d8b0545f5ef10c9094,Paul,@MrHyperactive_,2022-07-24 21:24:16,حالا روغن چی ریختی تو اون ماشین بی زبونِ بنده خدا؟,['@mina_moonn'],,1,,1
16,a5b2b389e896cb9ec3462d56ca7e9e487466627be87fbe790c5d6ad72e56034b,mogaddam,@N_Mogaddam,2022-07-24 15:36:24,"روغن ماشین اینقدر گرون شده دفعه بعد روغن دنبه میریزم ،هر‌چه بادا باد
#گرانی_افسار_گسیخته",,['#گرانی_افسار_گسیخته'],2,4,87
17,a8d70754d46253f8dbedcd3dee2730acb550b44dfdba1a33423c0d10fd214da6,امـین اینجاسـت Amin ,@Amin_is_here,2022-07-24 15:13:38,انشالا منظورش فیلتر روغن ماشین نباشه,['@taj_saltane'],,1,,1
18,e621e206c27f228b2f797ea3e78d3491ea0935c3cff53fa5d15a1e1b9933074e,kia,@k1arash7,2022-07-24 14:55:45,ماشین سواران عزیز یاتون نره که هر ۳۰ هزارکیلومتر باید روغن راهنمای ماشین تون رو هم چک کنین,,,4,1,27
19,4628584fcbca8ed3d48ef72bce6e09be6eb533fc5c008c133d2deccb7041167e,بِنَفش ^_^,@benafsh007,2022-07-24 09:38:50,"تو چه مغازه‌ای آب رادیاتور ماشین ر عوض میکنن؟
همون تعویض روغن؟",,,6,,8
20,66e31264891f0ff0375ff4b0f35e93b6671d2dee60680a7cbd6e10d4e53a968f,Isa Chulandim,@IsaChulandim,2022-07-24 08:34:24,"آنتالیا و تایلند که رفتی بعد یه چفیه ببند تا کربلا.
زیرمیزی بگیر ولی خیریه هم باش.
بچه‌ کانادا ولی زیارت واجبه.
با دوست دختر و ماشین وارداتی ولی #حجاب و تسبیح مهمه.
هر فرمایشی استفراغ کردی، غسل دهان، کمی گلاب، روغن بنفشه بمال.
پیرهن رو شلوار، مسجد محله.
#التماس_دعا
#مزدور
#تقیه",,"['#حجاب', '#التماس_دعا', '#مزدور', '#تقیه']",,,3
21,36d8d3ad2faba045ddbfd829090bb32b19ed20dc2d1300c491a18a65cbd800f6,INSPECTOR,@AussieInspector,2022-07-24 08:22:33,"بعضی کارای فنی خیلی به آدم میچسبه.
عزیزی رادیاتور ماشینش به آب کم میکرد
چکش کردم، روغن قاطی نداشت چندبار آب کردم و بعداز چند روز میرفتم چک میکردم دیدم نشتی داره
یکبار هم تعمیرکار تعمیر کرده بود کلی پول ازش گرفته بود ولی بازم جواب نداده بود
ماشین رو گرفتم
یکم خاک‌چوب رو از صافی 
۱",,,4,1,31
22,3cb5f57bf2a72bd9aaa664a5beabf5b0729d815288cf662ae1577436dab4e075,سعید کُردی,@kordi_saeid2,2022-07-24 00:06:24,"موتورم شدیدا به روغن سوزی افتاده و عین ماشین دودی دود میکنه ...
ولی پول ندارم درستش کنم ...
به نظرتون با این وضعیت باهاش برم بیرون و کارای روزمره انجام بدم حق الناسه؟",,,12,,35
23,e88298b00e375732721d2047c62746abad26b2032afadd048801eb1469bd79f5,م.ارال,@realmarmalad,2022-07-23 19:46:05,یا مثلا روغن لادنو تو ماشین و رو تسمه دوچرخه و … می‌ریزه می‌گه همه جا جوابه :))) یه جوری که نرانگی ماجرا همچین حفظ شه :)),['@oldouzn'],,,,1
24,c59f37918175c76e46adc89c3089680cee6176b5da6f8480caed5ac21cefaf11,Morteza148,@Morteza1481,2022-07-23 19:35:04,روغن ماشین بود,['@kourosh'],,,,
25,6766f11e121b3f5fbf28d688bb1695d0fbffb68ea3cbeeaf8097199d69b601cf,هادی فلاح,@fallah_hadi,2022-07-23 15:43:40,"یه سلامی بکنیم به 25 اقتصادمالی که فرموده بودن 
#بورس عامل تورمه

این دانشمندا الان نظری در مورد ملک و ماشین و روغن ندارن؟!!!",['@ali09673652'],['#بورس'],,8,12
26,28375a4627a9dd8413279f637f55786197cc6e8cad29d33e144b4809cbbf86e6,Kaveh,@samzal47,2022-07-23 13:23:59,"یه چیز جالب بهت بگم؟
دمای خود هوا به 50 درجه میرسه ولی وقتی یکسره نور خورشید بتابه به فلز و بمونه زیر آفتاب با دما هوای خوزستان خیلی بیشتر گرم میشه و به 65 و بالاتر میرسه.البته باید بزاره روغن هم باهاش داغ بشه.
اینو از دماسنج ماشین میگم. واقعا ممکنه عمو سام.","['@cryptosamz', '@mamadporii', '@IranIntl']",,1,,
27,0fc7afcc6ae82581ccc2b035c8796f94faea016abc0289705f0779cb218c3872,كاسپي,@kaspy71379674,2022-07-23 13:11:35,آب روغن ماشين رو اصن نگاه ميكني,['@Ariabigdeli'],,,,
28,5dd425ce6a765361326843b8d1375f0494b57e0cabda6ff43f951512d8700360,ریحانَک,@Rey_hane12,2022-07-23 12:05:55,سایپا واقعا مطئنه ، ماشین صفر، دو هزار کیلومتر بیشتر نرفته ، آب و روغن قاطی کرده،  نمایندگیشم مطمئنه ، ماشین تحویل نمیگییییره ، تعمیر کنه.,,,1,,6
29,0da8d37f58195d2683b31826f50e20d95b18a9e8b8f80c1cc2de157af049403c,Ehsan,@developit121,2022-07-23 11:51:45,"یه بار به صافکار گفتم به در ماشین روغن زدم. گفت همین! خرابش کردی...
گفتم اسکول روغن به در ماشین زدن که دیگه خرابش نمیکنه :)) میخوایی بیشتر پول بگیری چرا بهوونه مسخره میاری :))",['@ReziAmini'],,,,
30,9bc5464be7618e6006720a7d7868f7553306ba04f86f1bee44570c92efef4b4c,صورتیِ کثیف,@3abaii312,2022-07-22 23:11:46,روغن ماشین عوض میکردی,['@Aliiirfz'],,1,,
31,79cd925a31f54b0212de6528fe8f1e54b2ec8ea54f90fda0ad4e9a599e6fcc6b,نیکیتا خروشتچف2,@nikita_khorsh,2022-07-22 23:01:07,خب گاز چیلر عمدتا ۲۲ تو یا سری دستگاها ۴۱۰  یه سری ام همون ۱۳۴ گاز ماشین  گاز ۲۲ روغنش معدنی 4gs اما روغن گازای سری ۱۰۰ یا سری ۴۰۰  از نوع مصنوعی پلی استره گاز ۲۲ با روغن پلی استر کار میکنه اما گاز سرس ۴۰۰ با روغن معدنی میشه مثل چسب کمپرسورت قفل میشه سیستم نابود میشه,['@AFarajnezhad'],,1,,2
32,06ea6cb6ab93c03c9a894385e44c74e2233580937303241bc10c02a4bed4abea,ماه سلطان,@mahbanoo40,2022-07-22 20:27:49,می خواستم با سرکه بوی بد ماشین ظرف شویی رو رفع کنم، فقط به خاطر اینکه ذهنم درگیر بود، به جای سرکه بطری کناریش رو که روغن مایع بود ریختم تو ماشین ظرف شویی، الان چطوری این گندو پاک کنم؟,,,10,,36
33,bb4477e6ceea00b8b565e457f9787021b24eb61abae23c138fe119964599f288,𝑴𝑨𝟑0𝑯 𝑲𝑯𝑨𝑵,@masihkhan1977,2022-07-22 20:23:31,"پس گزینه اول درسته 
بلد نیستی از ماشین مراقبت بکنی

پس چطوریه که ما هر سال واشر عوض نمیکنیم؟
یه پژو ۸۸ داریم یه ۸۷ 
قبلشم سمند se داشتیم
کلا این مشکل واشر رو نداشتی 

چه واشری میزاری واسه ماشین؟؟

ضد یخ داره ماشین؟
روغن مناسب ماشینت میریزی؟
همه اینا رو خنک بودنه ماشین تاثیر داره",['@mahdi47225'],,1,,
34,7f6e3994a4c6ea4831f4d47479f43c78ca8281bd071cd5070062a81b3c5eb2dc,Conformist,@Conformist77,2022-07-22 14:23:57,آره. پیش‌میاد یه گوشه‌ی از پیست روغن می‌ریزه، ده دوازده تا ماشین می‌رن توی هم. ببین هزاران ساعت ویدیو هست از داخل ماشین‌ها، هزاران ساعت ویدیو از تماشاگراش. پشم ریزونه شیپ پیست با پیچ‌هاش. مخصوصا وقتی بارون میاد.,['@spidermard'],,1,,
35,905c5aa67e42a3b7f938461c9555b1b6d02af307dd7207713afe962a1a6b2078,خوزه,@ggNIb2MZ4GXFgXi,2022-07-22 14:08:31,واقعا اینقدر گاوی که قیمت بیت کوین رو در نظر نمیگیری؟ بی ناموس از قیمت خونه و روغن و ماشین و دلار   ....خبر داری؟,['@AliReza9119'],,,,
36,09e804687d91a22a4ad7f4b1d67c32744dffd97c0ccae0e6c040ff622082cfa8,امیرخان هستم,@amparisay,2022-07-22 08:52:16,اگه موتور ماشینتون ۱۸۰۰ پژو یا سمنده، احتمال خرابی واشرش بالای ۸۰ درصده. یه چک بکنید مجدد. در روغن ماشین رو باز کنید وقتی خنکه کامل، اگه کف سفید دیدید یا وقتی در رادیاتو باز می‌کنید در حالتی که موتور کاملا خنکه و روی آب لجن هست، متاسفانه واشر سر سیلندر مرخص شده.,['@s1a2h3ar'],,2,,28
37,9e3b20d0eeb9282a695357cbca68f675e94a7fa9d416f5d898fd27534649098d,𝐸𝐵𝑅𝐴𝑀,@khodakanlo,2022-07-22 01:32:37,وسایلتو جمع کن من روغن ماشین رو چک کنم بزنیم ب دل جاده,['@FaezeFarah'],,1,,1
38,dd8b05f7dd25aea4e89c11375eadcb2481402010f7aa5adbea8bca7c37d59d6f,ثباتِ شک,@sobate_shak,2022-07-21 23:32:29,"من یکیو میشناختم که ماشین امداد خودرو داشت
بعد تو جاده میخ و روغن و این چیزا می‌ریخت
بعد وای میستاد کنار جاده منتظر :/",['@s1a2h3ar'],,1,,9
39,5ba988b37540d2993d23fe586a907ae2d249e5b6d0aa2e539f3c071c9d06869b,امیدِ ناامید,@hopelessomid,2022-07-21 20:54:03,"امپر ماشین من تا نصف میره کولر که میزنم بالاتر  میره 
هر دوتا فن هم دوربالا کار میکنن روغن و اب چک میکنم کم نمیکنه ترموستاتو برداشتم فرقی نکرد تو جاده بری بالاتر هم میره تو شهر بهتره تو زمستون مشکل نداره فقط تابستون و با کولر خیلی بالا میره
نظرت چیه؟",['@s1a2h3ar'],,87,2,70
40,fe32bf0af5d87a509ad5cd0dd71980e6ff32754cf1d8eb67744dc7fa87d900f6,م ُ ص ْ ط َ ف ٰ ی,@mostafaa1860,2022-07-21 20:06:19,"روغن ماشین رو عوض کردم
زندگی کردن دیگه نمیصرفه واقعا.",,,1,,34
41,eb9c937e8ca58e6c819ca810b98e3d3d2eec45ce774e4475e8b23866adea0235,اَمیر با گَزَند,@RMoradiyan110,2022-07-21 19:46:39,اوستا ماشین من روغن سوزی داره آدرس بده بیارم موتورش باید بیاد پایین یه دستی برسون اوستا ,['@s1a2h3ar'],,1,,83
42,5d767a13650b84cd3c9200900cdd5d3c2423d23222af129740280c347d55c2f6,Yas,@Yadegaremmam,2022-07-21 11:51:52,کله پدر روغن ماشین,['@Khosro_MH'],,1,,1
43,cb158f52feda72a373c9cd28a8cb3e454c4e53efa61d4a1aeedaa435f7658ab7,Hamid’’,@Hamid95084447,2022-07-21 11:18:45,تعویض روغن موتور ماشین و فیلترهاش شد ۸۰۰ فاکینگ‌هزارتومن ,,,,,2
44,f8ced7db4fa6991718433e06258783689e367561935c37f5b8ecbfdc35dee95d,amirirani,@amiriranifard11,2022-07-21 09:32:06,مگه اینا ماشین هاشون قراره روغن بریزه؟,"['@AliAbutalebi', '@SaharMaahni']",,1,,
45,ece5d58fd14b832f464615c2a91f559b24ab3fad983be579b00d643333fac977,علی هستم شهروند بازی,@ALIBGH77,2022-07-20 20:19:44,بعد عروسی روغن ماشین عوض میکنین که انقدر دستمال سیاه شده؟,['@Snopergirl1'],,1,,10
46,68e517fe9962acac5918e769f2deeb274a64da53895cd4f0ffa5f738c0a44907,dahila,@dahila66ir,2022-07-20 18:41:44,"اینها تازه عیب ها ظاهری
من دیدم که گریس و روغن تو چرخ ها و قطعات متحرک نزده بودن یارو هم ماشین رونده تا پوکیده",['@Mswatii3rd'],,1,,1
47,f205ce9166fb8a046bfccfaff15f334d06ea5d0299d79951ba0552e016e91bab,devil of paradise,@sadjinxx,2022-07-20 18:09:03,تو چه شانسییی داری دیت میری؟ اخرین باری که رفتم بیرون روغن ماشین رو عوض کردم,['@alrzamd'],,1,,1
48,720f15f92026062a6ea07909559ba9de360fad1bdd3a612095fdfb5197c968cc,M,@Psithurism031,2022-07-20 16:12:34,"شاید بهتره مثالت را اینجوری تصحیح کنم که مدت هاست آب و روغن ماشین را چک نکردی
حالا باهاش رفتی مسافرت و وسط بیابون ازش دود باند میشه
امداد خودرو هم و تعمیرگاه هم نزدیکت نیست
مجبوری آرام آرام تا یه جا باهاش بری
ناچاری
میدونی که ماشین بیشتر خراب میشه
ولی وسط بیابون هم نمیشه ماند!","['@_leonist_', '@amissedone']",,1,,1
49,edc659e7137777a9d4c7563996ad84feedacdf9dee180a74cbf038678a1d6234,Sally McBride,@Sally_McBride_,2022-07-20 15:44:07,من هنوز منتظرم تو یه دنده کباب اصل به ما بدی، روغن ماشین با من اصلا با ماشین من بریم بنزین و ایاب ذهاب با من!,['@frazaam'],,,,1
50,4161ba2a7b9f57e53425a3ae97b696cd34f937a6f21db3fab4b6b5ba8b631f41,Aliit,@Aliit69774051,2022-07-20 13:23:48,"خیلی کارا میکنن,ته کشی تانکرا که روغن پایه حمل میکنن رو به جای روغن فله میریزن تو ماشین مردم",['@tokhm2zarde'],,,,1
51,53b4273d5e2a4e2a00358e1f4ef8c13ce877a8f4863dab391876ca620fba7249,Abdollah Hashemi,@AbdollahHashem9,2022-07-20 11:40:16,اتفاقا یه هفته قبل همین اتفاق واسه دوستم افتاده بود روغن هم از عمده فروشی گرفته بود ماشین ۴۰۵ هشت ماه کار کرده جام شده بود,['@Maleficent_f'],,,,1
52,5ce971f90ccc465f49fe8cd1d6291a6ed8d266f4f6f7b7bd74826331a7bbde05,14,@puffin_____,2022-07-20 02:57:41,"خیلی عجیبه. با ده هزار کارکرد واشر زد ماشین. با اینکه آب و روغن اش اوکی بود و مدام چک میکردم. ترموستات خراب شده انگار. من الان به کی فحش بدم خداوکیلی؟
چهار تومن رفت تو پاچه مون. آخه بذار پنج ماه بشه لعنتی...",,,,,5
53,f25ac922a807ac593f7273a588c2f40d8728301c6948d55a04cb2dc0dbcf47b7,Reza,@rezaabdolmalaki,2022-07-20 02:05:18,همین بلا رو سر ماشین من آوردن ،مسافرت جنوب چون زیادی حساس بودم به ماشین و ماشین تازه بود  نخواستم تعویض روغنش عقب بیافته،تعویض روغن کردم و پانصد کیلومتر اونطرف تر تو جاده ماشینم چراغ روغنش روشن شد و بابدبختی رسیدیم ،رفتم تعویض روغنی فقط یک لیتر چسب تو ماشین بود،ماشین هم روغن سوزی,"['@ChannelHitch', '@Maleficent_f']",,1,,1
54,e1e2ee658f86ef7da0357f985f82f42e8a18345c7d1719959f5a476e0f437adb,پاینده ایران,@iranrezashah,2022-07-20 01:04:44,بهترین از این نمیشه گفت هموطن گرامی اینا برای روغن ماشین تو نیامدند اینا آمدن عسلام را با پول ملت ایران به مقصد برسانند. همین روزها با همین بلدوزرت اخوند درو خواهی کرد,,,,,
55,fe03f7e1515dad6ed37cdfa1d50d22ce53a6e23ab9bf0972cbf70e02f8e857ee,آیه های انتظار,@sarbaz_rahbarii,2022-07-19 23:54:31,"خواهر گلم شما اصل ماجرا رو دریاب
همون راننده هزارتا چاله چوله داره 
خرج ماشین
قیمت لاستیک خداتومنی
روغن لنت و....
گناهکار اونا نیستن تورم پدر مملکت رو دراورده
ماهم اسنپ کار میکنیم ولی واقعا چاره ای نداریم
با ماهی ۱۰ تومن نمیشه تو تهران زندگی کرد
خرج زن و بچه به کنار","['@sm_1361', '@No33NBB']",,,,1
56,7fee361ae579a82ebd89fea7b19ab54f78db8a5d53519853fcb92caa226fb70f,Isarahappy,@Saragh_86,2022-07-19 23:36:32,بنده خدا راست میگه بی کيفيت میدن دست مردم . داداش من روغن ماشین تاکسی عوض کرد . فرداش ماشین تو خیابان جوش آورد آب روغن قاطی کرد. ۲۰ میلیون قرض کرد تا درستش کرد. روغن علت خرابی بود.,"['@Maleficent_f', '@BestFarsi']",,,,2
57,d46d7a6ff2d18b7417af05c4218d1f9d2fb1b76e69d5f6a5bdf5e5006d851959,Ben wade,@hajibenwade,2022-07-19 15:21:56,روغن ماشین و دیدی ؟,"['@Avin_404', '@presidentAli13']",,1,,
58,1f07299bd452b27e10a1eac6bd0bbd5f67e4273fafcaa7e32dc833979db05378,shahram3d,@shahram3d2,2022-07-18 20:35:47,ماشین رو بدون روغن رسوندم زیر درخت، فعلا نوش جان کنیم تا ببینم فردا با ماشین بی روغن چیکار‌میشه کرد,,,,,
59,ac6ce4734ceaf055c59202abf4e96402bc65e60d9f2fdc3cabfdbde444140560,فال اوتیئر (فالو=بک),@falloutier,2022-07-18 15:50:26,اگه مثل ما یه ماشین داغون سال 57 داشتی اوج نگرانیت این بود که لاثتیکاش رو 6 سال قبل عوض کردم سهو نترکه ، اگه ترکید دقت کنم کنترلش کنم ، زنجیر ماشین صدا میده ماه بعد پول میخواد ، چرا از گیربوکس داره روغن میریزه ، اگه فعلا روغن بریزم تو موتور میتونم یه مدت تعویض روغن نرم ,['@ehsanfathiann'],,1,,1
60,5656e85261f9fef3974288b8f724a8b88cc74b31448e69a00817b154c91138a1,محــمد حســین,@haj_dabes,2022-07-18 13:54:47,"شاتون ای اف سوی خوبه 
هر ماشین دیگه هم روغن نداشته باشه شاتون میزنه ولی این حساس تره",['@Shah_SRK_56'],,1,,1
61,42452bd5fc0cc59966911476ee138c3af80a3b15f1d79bffb15899daa8612b79,عمو ماحسون,@amomahson,2022-07-18 10:41:43,"ماشین خریدم ، دو روز بعد چراغ روغنش روشن شد از کارشناس و فروشنده ماشین برای اینکه موتور ماشین مشکل داره شکایت کردم،۱۸ میلیون خرج ماشین شد و امروز بعد ده روز اومدم ازش استفاده کنم مجدد چراغ روغن روشن شده 
بخدا دیگه خسته ام اصن غلط کردم ماشین خریدم ",,,,,6
62,7e008aaa2a2316dde51adf213a555039517bbc80810aa5aa776e353ed31415d8,سیِّد زین الدین محمدی موسوی,@s_zeynoddin,2022-07-18 01:48:44,"هر انسان کم فهمی هم متوجه می شِ…
اگه ی وسیله رو بر خلاف استاندارد های سازنده اش استفاده کنی، می تونه باعث آسیب به دیگران شِ
ماشینی که روغنش عوض نشه روغن سوزی می کنه و دودش تو چشم همه مردم می ره...
حالا راننده بیشعور بگه ماشین خودمه به خودم مربوطه",['@MEHDII2022'],,2,,
63,208f479bfdcd5b70c3182a85d1759e67bae068ce7a3f45952574bfb06f7db14d,میم,@mim_h96,2022-07-18 00:47:14,"ماشین مون 
کسی خط روش نندازه درب رو محکم نبندن روغن سر وقت عوض بشه",['@Moghaddam369'],,,,
64,d7c68c9199c645b62f5c527e4615451a47380db36cc07f9cc641341b15b5ff37,Omid,@omidchakavac,2022-07-18 00:17:34,"آخیییی... خب چون مرام ندارن، چون قلبشون از سنگ، وگرنه چه پیشکشی با ارزش تر از محبت و علاقه..!؟ اما افسوس که در دنیای ما حرف اول ماله چیزای دیگه اس، چهره، اندام،
خوش نقش بودن... و اما دخترا چی میخوان، پول، ماشین، تیپ و قدوبالا، موهای هیپی یا روغن زده... در یک واژه؟ ظاهرپرستی",['@ayda_cheraghi'],,,,
65,632320ec6c04544f417588cbf631dccf215071073e0f7180aeda558ae75f4707,Aris,@aris_north,2022-07-17 22:11:07,یعنی یه چیز من از این همکارم یاد گرفته باشم خون سردی و ظرفیت بالا و استرس نگرفتنشه! بهش میگی ماشینم خراب شده میگه چیزی نیست که، میگی تصادف کردم میگه نمردی که! میگه ماشین اب روغن قاطی کرده میگه خب فوقش n میلیون خرجشه دیگه! میگی ترانس سوخته میگه کارمون چیه؟ خوشم میاد,,,1,,3
66,179e9f063bdc78b663c1dbd102f5186a2b717225cedca52d339f144c5506f287,Abolfazl,@abolfazlm4487,2022-07-17 14:25:06,میگم بابات ماشینشو تو پارکینگ مامانت گذاشت ماشین روغن ریزی کرد تو به وجود اومدی,['@ziba_am_'],,,,
67,7bbd0ebfb69dbbf33264a40078964e39efce98857a94d90d850a47bf83f84b97,PEDRAM,@pedramshekhlah,2022-07-17 14:03:17,"قطعا روغن ماشین ماشین منظورمه
و یا گریس
روغن سوخته بهتر",['@Sarvad_'],,1,,1
68,5c5cf58a08375fdec68366efa8991dc8ce0ef2c5a6286625c031b6e217b2ba26,بهزاد,@behzad226,2022-07-17 07:43:35,من هربار واسه عوض کردن لنت و روغن میرم ماشین کره ای میبینم، یارو می‌گفت سالی دو سه تا تویوتا باز میکنیم ولی تا دلت بخواد کره ای یاتاق میزنه,"['@movaghat68', '@MRTSLNA', '@ursamajorstella']",,1,,2
69,461a5738d52d128e9554a94d22217b6b10328551d140cfab66fa0d0358de7b64,واریتهء پوریا,@pouriavariety,2022-07-17 06:48:24,چی بگم. میخوام فحش بدم ولی همکلامم تویی و دلم نمیاد. نه اون هندونه از سر طبع سردی باعث سردل میشه ولی این دقیقا همون بامیه مگسی هاس که با روغن ماشین سرخ کردنش و شیرینیش هم قند نیست ساخارین سرطان زاس,['@DavoodiAzadeh'],,1,,1
